RestaurantName,URL,REWARDS_PROGRAM_FEATURE,Rewards,Rewards Signup,TOAST_GIFT_CARDS_FEATURE,Gift Cards,Find Card,ONLINE_ORDERING_FEATURE,Online Order
Santa Barbara Craft Ramen,http://www.santabarbaracraftramen.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/sbcraft/v2/online-order#!/
Lazy Dog Tavern,http://www.thelazydog.com,REWARDS_PROGRAM,https://www.toasttab.com/lazy-dog-bar-and-grill-erie/rewards,https://www.toasttab.com/lazy-dog-bar-and-grill-erie/rewardsSignup,TOAST_GIFT_CARDS,https://www.toasttab.com/lazy-dog-bar-and-grill-erie/giftcards,https://www.toasttab.com/lazy-dog-bar-and-grill-erie/findcard,ONLINE_ORDERING,https://www.toasttab.com/locations/c210ccda-4ea8-4e7a-ad10-ce7ebd8ac9ba#!/
Lily's Test Kitchen,http://Lilystestkitchen.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
ROOH,http://www.roohpaloalto.com,,,,TOAST_GIFT_CARDS,,,,
PORTS Pizzeria,https://www.portspizzeria.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/ports-pizzeria/v2/online-order#!/
Garth's Brew Bar,http://www.garthsbrewbar.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Moo & Brew Restaurant and Bar,http://www.mooandbrew.com/,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Hub & Spoke Diner,https://www.hubandspokediner.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/hub-spoke-diner/v2/online-order#!/order
Hamburger Mary's Denver,http://www.milehighmarys.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Woody's Sports Tavern & Grill,http://www.woodysportstavern.com/,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Skipper's Pub,http://www.skipperspub.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,https://www.toasttab.com/skippers-pub/giftcards,,ONLINE_ORDERING,
Do Good,http://www.dogoodrm.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
W's China Bistro,https://wschinabistro.com,,,,TOAST_GIFT_CARDS,,,,
Derby City Pizza Co.,https://www.derbycitypizza.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Gran Caffe Gelateria,http://www.grancaffegelateria.com,,,,,,,,
JoJu,http://www.jojuny.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,https://www.toasttab.com/joju-midtown/giftcards,,ONLINE_ORDERING,
Port Royal,https://www.portroyal-nbma.com/,,,,,,,,
"""Nonna Rosa Traditional Italian Kitchen",http://www.nonnarosaskitchen.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,https://www.toasttab.com/nonna-rosa-traditional-italian-kitchen-inc/giftcards,,ONLINE_ORDERING,https://www.toasttab.com/nonna-rosa-traditional-italian-kitchen-inc/v2/online-order#!/
Paci's Dining Room and Lounge,http://www.pacisdiningroom.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/pacis-dining-room-and-lounge/v2/online-order#!/
Bella Roma Grill,http://www.bellaromagrill.com,,FAILED TO GET,FAILED TO GET,TOAST_GIFT_CARDS,FAILED TO GET,FAILED TO GET,,FAILED TO GET
Twelve 25,http://www.thetwelve25.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Lonesome Buck Brewing Co.,http://www.lonesomebuck.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Wong's Wok,http://wongswokwashpa.com/index.html,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Taqueria El Fundador,http://tefphoenix.com/,,,,,,,ONLINE_ORDERING,https://www.toasttab.com/taqueria-el-fundador/v2/online-order#!/order
The Farm Table Restaurant,https://ourfarmtable.com/,,,,TOAST_GIFT_CARDS,,,,
El Huapango Mexican Restuarant,http://elhuapango.com,,,,TOAST_GIFT_CARDS,https://www.toasttab.com/el-huapango-mexican-restuarant/giftcards,,ONLINE_ORDERING,https://www.toasttab.com/el-huapango-mexican-restuarant/v2/online-order#!/
Bagelmasters,http://www.bagelmasters.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Truffles Cafe,http://trufflescafe.com/,REWARDS_PROGRAM,,https://www.toasttab.com/truffles-cafe/rewardsSignup,TOAST_GIFT_CARDS,https://www.toasttab.com/truffles-cafe-hilton-head/giftcards,,ONLINE_ORDERING,https://www.toasttab.com/truffles-cafe/v2/online-order#!/
Cracked Eatery by Chef Adrianne,http://igotcracked.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,https://www.toasttab.com/cracked-by-chef-adrianne/giftcards,,ONLINE_ORDERING,
Gabriella's Italian Steakhouse,https://www.gabriellasnj.com,,,,TOAST_GIFT_CARDS,https://www.toasttab.com/gabriellas-italian-steakhouse/giftcards,,,
The Club at Diamond Beach,http://www.theclubatdiamondbeach.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,"{""imageData"":{""type"":""Image"",""id"":""dataItem-k5gswydx"",""metaData"":{""pageId"":""c1dmp"",""isPreset"":false,""schemaVersion"":""1.0"",""isHidden"":false},""title"":"""",""uri"":""a574d3_528bbdfb897042a68127358828b964ae~mv2.png"",""description"":"""",""width"":1050,""height"":600,""alt"":""CDB 2016GC_media.png"",""name"":""CDB 2016GC_media.png"",""link"":{""type"":""ExternalLink"",""id"":""dataItem-k5gui3ux"",""metaData"":{""pageId"":""c1dmp"",""isPreset"":false,""schemaVersion"":""1.0"",""isHidden"":false},""url"":""https://www.toasttab.com/the-club-at-diamond-beach/giftcards"",""target"":""_self""},""displayMode"":""fill""},""containerId"":""comp-k5gswxy9"",""displayMode"":""fill""}",,ONLINE_ORDERING,
Brunina's Pizza and Pasta,http://www.bruninas.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/bruninas-pizza-and-pasta/v2/online-order#!/
Bionic Burger,http://www.bionic-burger.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Local Slice II (512-358-1780),https://www.localsliceaustin.com,,,,,,,ONLINE_ORDERING,https://www.toasttab.com/local-slice-pizza-cedar-park/v2/online-order
CCICafe,https://www.cherrycreekschools.org/ccic,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Parranga Taqueria & Cerveceria,http://www.parranga.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Barley's Tap Room & Pizzeria,http://www.barleysknoxville.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Vince’s Pizza & Family Restaurant (Burnham),https://www.vincespizzaandfamilyrestaurant.com/,REWARDS_PROGRAM,FAILED TO GET,FAILED TO GET,TOAST_GIFT_CARDS,FAILED TO GET,FAILED TO GET,ONLINE_ORDERING,FAILED TO GET
Maine Shack,https://www.toasttab.com/Maine-shack/v2/online-order#!/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
The Original Pancake House,http://www.oph-mi.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Milwaukee Ale House,http://ale-house.com/,,,,TOAST_GIFT_CARDS,,,,
Ruby,https://rubycoffeeroasters.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Casa Martin,https://www.casamartinsm.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/casa-martin-ocean-ave/v2/online-order#!/
Zazil Cocina Mexicana - Santana Row,http://www.zazilsantanarow.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Steelbound Brewery,https://www.steelboundevl.com/,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Pink Salt,http://www.pinksaltseattle.com,,,,TOAST_GIFT_CARDS,https://www.toasttab.com/pink-salt/giftcards,https://www.toasttab.com/pink-salt/findcard,,
Cumin,https://www.cumin-chicago.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,https://www.toasttab.com/cumin-restaurant-1414-n-milwaukee-ave/giftcards,,ONLINE_ORDERING,
Annapurna Simply Vegetarian,https://eatannapurna.com/,REWARDS_PROGRAM,,,,,,ONLINE_ORDERING,
10 PIZZA,http://10pizza.online,,,,,,,ONLINE_ORDERING,https://www.toasttab.com/10pizza/v2/online-order#!/order
Tripping Animals Brewing,https://www.trippinganimals.com,,,,TOAST_GIFT_CARDS,,,,
Daily Provisions,http://dailyprovisionsnyc.com,,,,,,,ONLINE_ORDERING,
MR C'S RESTAURANT,http://www.mrcsconcord.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/mr-c-s-restaurant/v2/online-order#!/
Pizzeria Angie's,http://www.PizzeriaAngies.com,REWARDS_PROGRAM,,,,,,ONLINE_ORDERING,https://www.toasttab.com/angies-pizza-of-north-royalton/v2/online-order#!/
BAPS!,http://www.bapsrestaurant.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Sheridan's Unforked,https://www.unforked.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,"{""imageData"":{""type"":""Image"",""id"":""dataItem-jz4f3g4f"",""metaData"":{""pageId"":""masterPage"",""isPreset"":false,""schemaVersion"":""1.0"",""isHidden"":false},""title"":"""",""uri"":""bca8bc_211d8424ae2144cfbecf170659565fdc~mv2.png"",""description"":"""",""width"":1909,""height"":926,""alt"":""Website Button - Order Online Crown Cent"",""crop"":{""x"":12,""y"":0,""width"":1884,""height"":926},""name"":""Website Button - Order Online Crown Cent"",""link"":{""type"":""ExternalLink"",""id"":""dataItem-jz4f3g4f1"",""metaData"":{""pageId"":""masterPage"",""isPreset"":false,""schemaVersion"":""1.0"",""isHidden"":false},""url"":""https://www.toasttab.com/unforked-crown-center-suite-113/v2/online-order#!/order"",""target"":""_blank""},""displayMode"":""fill""},""containerId"":""comp-jz4f3g2e"",""displayMode"":""fill""}"
Moutons Southern Bistro,http://www.moutonsbistro.com/leander/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Bountiful Bread,https://bountifulbread.com/,REWARDS_PROGRAM,https://www.toasttab.com/bountiful-bread-guilderland/rewards,https://www.toasttab.com/bountiful-bread-guilderland/rewardsSignup,TOAST_GIFT_CARDS,https://www.toasttab.com/bountiful-bread-guilderland/giftcards,,ONLINE_ORDERING,
Joey's Kendal Tavern,http://joeyskendaltavern.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Savor Bistro,https://savorbistro.com,,,,,,,,
Hands On Thai & Sushi,http://www.handson.us,,,,TOAST_GIFT_CARDS,https://www.toasttab.com/hands-on-addison/giftcards,,ONLINE_ORDERING,https://www.toasttab.com/locations/27f61a2b-67cf-430a-a4cb-fe6ed4dacdc5#!/
Hilltop Coffee + Kitchen,https://www.findyourhilltop.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Fatboys Kitchen and Bar LLC,http://www.fatboyskitchenandbar.com,,,,TOAST_GIFT_CARDS,,,,
The Rail House 10803,http://www.TheRailHouse10803.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/therailhouse10803/v2/online-order#!/order
Kolache Krave,https://kolachekrave.com,REWARDS_PROGRAM,https://www.toasttab.com/kolache-krave/rewards,https://www.toasttab.com/kolache-krave/rewardsSignup,TOAST_GIFT_CARDS,https://www.toasttab.com/kolache-krave/giftcards,https://www.toasttab.com/kolache-krave/findcard,ONLINE_ORDERING,
Greek Xpress,http://www.greekxpress.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/greek-xpress-west-40th-street/v2/online-order#!/order
Franco's On the Go,http://www.francospescheria.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/francos-pescheria/v2/online-order#!/
Nasha,http://www.nashaindia.com/,,,,,,,ONLINE_ORDERING,https://www.toasttab.com/nasha/v2/online-order#!/order
The Big Bean Cafe,http://www.thebigbeancafe.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Redwood Grill,http://www.rwgrill.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,https://www.toasttab.com/redwood-grill/giftcards,https://www.toasttab.com/redwood-grill/findcard,ONLINE_ORDERING,
Howell's Kitchen and Bar,http://howellskitchenbar.com/,,,,,,,ONLINE_ORDERING,https://www.toasttab.com/howells-kitchen-and-bar/v2/online-order#!/order
Lemongrass Restaurant & Sake Bar,http://www.lemongrassnh.net,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Dos Croquetas,http://www.doscroquetas.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/dos-croquetas/v2/online-order#!/
The Gruff,http://www.atthegruff.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
2 Penguins Tap & Grill,http://twopenguinsdenver.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,https://www.toasttab.com/2-penguins-tap-and-grill/giftcards,,,
Coszcal De Allende,http://www.coszcal.com,,,,,,,ONLINE_ORDERING,
Channel Club & Tiki Bar,https://www.channelclubnj.com,,,,TOAST_GIFT_CARDS,,,,
Greenleaf,http://www.greenleafmilford.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Cabo Baja Tacos & Burritos,http://cabobajagrill.com/,,,,,,,ONLINE_ORDERING,
Verde Latin,http://www.verdelatin.com/,,,,TOAST_GIFT_CARDS,,,,
Side Street Cafe,https://www.sidestreetbarharbor.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,https://www.toasttab.com/side-street-cafe/giftcards,,ONLINE_ORDERING,
Piggy’s Restaurant,http://www.Piggys-Restaurant.com,,,,TOAST_GIFT_CARDS,,,,
Spice Room | Neighborhood Indian Bistro,https://www.denverspiceroom.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
TACO WOW,https://www.tacowow.com,REWARDS_PROGRAM,https://www.toasttab.com/taco-wow/rewards,,,,,ONLINE_ORDERING,https://www.toasttab.com/taco-wow/v2/online-order#!/
Balade Your Way,http://www.baladeyourway.com,REWARDS_PROGRAM,,,,,,ONLINE_ORDERING,
Earth Bistro,http://www.myearthbistro.com/,REWARDS_PROGRAM,,,,,,ONLINE_ORDERING,https://www.toasttab.com/earth-bistro/v2/online-order#!/order
Bierstadt Lagerhaus,http://BierstadtLager.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/bierstadtlager/v2/online-order#!/order
Buttonwoods Brewery,http://www.buttonwoodsbrewery.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
pure juice + kitchen,http://www.purejuiceandkitchen.com,,,,,,,ONLINE_ORDERING,
Honey & Rye North Loop,https://www.honey-and-rye.com/,,,,TOAST_GIFT_CARDS,,,,
Big Eddy's Deck Bar,http://www.bigeddys.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Chubby Trout,http://chubbytrout.com/,,,,TOAST_GIFT_CARDS,https://www.toasttab.com/chubby-trout/giftcards,,ONLINE_ORDERING,https://www.toasttab.com/chubby-trout/v2/online-order#!/
Bollywood Masala,http://www.bollywoodmasalacalifornia.com,REWARDS_PROGRAM,https://www.toasttab.com/bollywoodmasalacalifornia/rewards,https://www.toasttab.com/bollywoodmasalacalifornia/rewardsSignup,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/bollywoodmasalacalifornia/v2/online-order#!/
Orchard Smoothie and Cafe LLC,http://www.instagram.com/orchardsmoothiecafe,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Thyme For Lunch,https://www.thymeforlunchsa.com,REWARDS_PROGRAM,https://www.toasttab.com/thyme-for-lunch-huebner/rewards,https://www.toasttab.com/thyme-for-lunch-huebner/rewardsSignup,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/thyme-for-lunch-huebner/v2/online-order#!/
Zona Blu,http://www.zonabluweston.com,,,,TOAST_GIFT_CARDS,https://www.toasttab.com/zona-blu/giftcards,,,
South Side Kitchen & Pub,https://www.southsidekp.com,,,,TOAST_GIFT_CARDS,https://www.toasttab.com/south-side-kitchen-and-pub-2190-nolensville-pike-unit-a/giftcards,,ONLINE_ORDERING,
Travelers Table,http://www.travelerstable.com,,,,TOAST_GIFT_CARDS,https://www.toasttab.com/travelers-table/giftcards,,,
Earth Bowl Superfoods,http://www.myearthbowl.com,,,,,,,ONLINE_ORDERING,
HedgeHog Grill,http://www.hedgehoggrill.com,,,,TOAST_GIFT_CARDS,,,,
Crave Kitchen & Cocktails,http://www.cravekitchenandcocktails.com,REWARDS_PROGRAM,,https://www.toasttab.com/crave-kitchen-cocktails/rewardsSignup,,https://www.toasttab.com/crave-kitchen-cocktails/giftcards,,ONLINE_ORDERING,https://www.toasttab.com/crave-kitchen-cocktails/v2/online-order#!/order
Made-n-L.A. Food Truck,https://www.madenlafoodtruck.com,REWARDS_PROGRAM,,,,,,,
The West End,http://www.westendhyannis.com,,,,TOAST_GIFT_CARDS,https://www.toasttab.com/the-west-end-hyannis/giftcards,,ONLINE_ORDERING,
Stir the Pot,http://www.stirthepot.restaurant/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Brother's Pizzeria,https://www.brotherspizzerianewport.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Southern Inn Restaurant,https://www.southerninn.com/,REWARDS_PROGRAM,,https://www.toasttab.com/southern-inn-restaurant/rewardsSignup,TOAST_GIFT_CARDS,https://www.toasttab.com/southern-inn-restaurant/giftcards,,ONLINE_ORDERING,
Lickity Split,http://www.lickitysplit.info/,,FAILED TO GET,FAILED TO GET,,FAILED TO GET,FAILED TO GET,ONLINE_ORDERING,FAILED TO GET
Murphy's Grand Irish Pub,http://www.murphyspub.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Grub Shack,http://www.toasttab.com/grub-shack,,,,,,,ONLINE_ORDERING,
Franklin Corner Deli,http://www.franklincornerdeli.com,,,,,,,ONLINE_ORDERING,https://www.toasttab.com/franklincornerdeli/v2/online-order#!/
Flavors of Nawab,http://www.flavorsofnawab.com,,,,,,,ONLINE_ORDERING,https://www.toasttab.com/flavors-of-nawab/v2/online-order#!/
September’s Upscale,https://www.septembersupscale.com,,,,,,,,
Gangnam Ramen,https://gangnamramen.co,REWARDS_PROGRAM,,,,,,ONLINE_ORDERING,
Broward Center for the Performing Arts F&B,https://www.bcfbblog.com/broward-center,,,,,,,,
Madera Tex Mex BBQ & Tap,http://www.maderatexmexbbq.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
92nd Street Cafe,http://letsdo92.com,,,,TOAST_GIFT_CARDS,,,,
Bloomsday Cafe,http://www.bloomsdaycafe.com,,,,TOAST_GIFT_CARDS,https://www.toasttab.com/bloomsday-cafe/giftcards,,,
Piazza 1909,https://www.piazza1909.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Dolce Restaurant & Wine Bar,http://www.dolcewestmont.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Dandelion Cafe,http://dandelionhouston.com/,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Village Juice Co.,http://villagejuiceco.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/village-juice-company/v2/online-order#!/
COLT 804 Grill,https://www.colt804.com/,,,,TOAST_GIFT_CARDS,,,,
Gustaly,https://www.gustaly.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/gustaly/v2/online-order#!
Sam's Sports Bar & Grill,http://www.samsbaraltoona.com,,,,TOAST_GIFT_CARDS,,,,
Swingin Steaks,https://www.mexicanhatlodge.com,,,,,,,,
Street,https://www.streetfood360.com/,REWARDS_PROGRAM,,,,,,ONLINE_ORDERING,
Mediterranean Breeze,https://www.kentmb.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
SOL Pie Pizza,http://www.solpiepizza.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/sol-pie-pizza/v2/online-order#!/u
Corner Social,https://cornersocialnyc.com/,,,,TOAST_GIFT_CARDS,https://www.toasttab.com/corner-social/giftcards,,,
East Ridge Family Restaurant,http://eastridgerestaurant1.com/index.html,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
St. Elmo Brewing Company,http://www.stelmobrewing.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Cuisine By Claudette,http://www.cuisinebyclaudette.nyc,REWARDS_PROGRAM,,https://www.toasttab.com/cuisine-by-claudette-116th-st/rewardsSignup,,,,ONLINE_ORDERING,https://www.toasttab.com/cuisine-by-claudette-burn/v2/online-order#!/
Wholly Cow Burgers,http://www.WhollyCowBurgers.com,,,,TOAST_GIFT_CARDS,,,,
Lulu's BBQ,http://www.lulus-bbq.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Buckland Grill & Pizza,http://www.bucklandgrillpizza.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Brauer House/BHouse LIVE,http://Brauerhouse.com,REWARDS_PROGRAM,,,,,,,
Easy 'Que,http://www.overeasyhi.com/#/easyque/,,,,TOAST_GIFT_CARDS,https://www.toasttab.com/easy-que/giftcards,,ONLINE_ORDERING,
CupCakes & Beyond,https://www.cupcakesandbeyondva.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Parterre,https://parterrerva.com/,,,,TOAST_GIFT_CARDS,https://www.toasttab.com/parterre/giftcards,,ONLINE_ORDERING,
USS Chowder Pot IV,http://www.chowderpothartford.com/,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Parma Tavern,http://parmarustictavern.com/,,,,,,,ONLINE_ORDERING,
Roundabout Grill,http://www.roundaboutgrill.com/,,,,TOAST_GIFT_CARDS,https://www.toasttab.com/roundaboutgrill/giftcards,,,
Bai Tong Thai Street Cafe,https://www.baitongthaistreetcafe.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Resurgence Brewing Company,http://www.resurgencebrewing.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
DJ'S Pizza Pub,https://www.djspizzapub.com/,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Carbone's Pizzeria,http://www.carboneslonglake.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
P&C,https://www.pandcdining.com,,,,TOAST_GIFT_CARDS,,,,
The Waffle Lab,http://www.thewafflelab.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Baldarotta's Porketta & Sicilian Sausage,http://www.baldarottas.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Papa's Pizzeria,http://www.papas-pizzeria.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Nom Wah Nolita Inc.,http://www.nomwah.com/nolita,,,,,,,,
Cuckoo's Nest,https://www.cuckoosnest.biz,,,,,,,ONLINE_ORDERING,https://www.toasttab.com/cuckoos-nest/v2/online-order#!/
Racanelli's Pizza,http://www.racanellis.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Judy's Pizzeria,https://www.judyspizza.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Sumiao Hunan Kitchen,https://www.sumiaohunan.com/,,,,TOAST_GIFT_CARDS,https://www.toasttab.com/sumiaohunan/giftcards,,ONLINE_ORDERING,
Hello Hookah Delivery & Pickup,https://www.hhookahdelivery.com/,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/hello-hookah-delivery-pickup/v2/online-order#!/
Rakuten Ramen,http://www.rakutenramen.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Stanwood Grill,http://www.stanwoodgrill.com,,,,TOAST_GIFT_CARDS,,,,
Pumpernickel + Rye,http://www.pumpandrye.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/pumpernickel-rye/v2/online-order#!/
Tapped Camano,https://www.tappedpublichouse.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Kalaya,http://www.Kalaya.net,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Cajun Catch,http://cajuncatch.com,,,,TOAST_GIFT_CARDS,,,,
Grand Woods Lounge,http://www.grandwoodslounge.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
BAWK!,http://www.bawkfriedchicken.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/bawkfriedchicken/v2/online-order#!/
Rothschild's Restaurant,https://www.rothschildsrestaurant.com,,,,TOAST_GIFT_CARDS,,,,
Carmine's Clamhouse,https://rosebudrestaurants.com/carmines-gold-coast/,REWARDS_PROGRAM,,,,,,,
Sushi Roku,https://www.sushiroku.com/locations/las-vegas,,,,,,,,
Saigon Cafe,http://www.saigoncafeusa.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Maggie's Cafe,https://maggiescafe2014.com/,REWARDS_PROGRAM,https://www.toasttab.com/maggies-cafe-dxfia/rewards,https://www.toasttab.com/maggies-cafe-dxfia/rewardsSignup,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/maggies-cafe-dxfia/v2/online-order#!/
Trophy Pizza,http://www.trophybrewing.com,REWARDS_PROGRAM,,,,,,ONLINE_ORDERING,https://www.toasttab.com/trophy-pizza/v2/online-order#!/
5 Arch Brewing,http://www.5archbrewing.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Dog House,http://www.doghousedeli.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Redwood Smoke Shack,http://www.redwoodsmokeshack.com,,,,TOAST_GIFT_CARDS,,,,
Squid Ink,https://squidinkeats.com/,,,,TOAST_GIFT_CARDS,http://toasttab.com/squid-ink/giftcards,,,
Fireside Grill,http://www.firesidegrillaz.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Reaver Beach Brewing Co.,http://www.reaverbeach.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Bon Bon’s Coffee Company,http://www.bonbonscoffee.com,REWARDS_PROGRAM,https://www.toasttab.com/bon-bon-s-coffee-company-maplecrest/rewards,https://www.toasttab.com/bon-bon-s-coffee-company-maplecrest/rewardsSignup,TOAST_GIFT_CARDS,,,,
RED the Steakhouse,https://www.redpinecrest.com/,,,,TOAST_GIFT_CARDS,https://www.toasttab.com/red-the-steakhouse-downtown/giftcards,,,
Rod's Charbroiler,https://www.rodscharbroiler.com,,,,,,,ONLINE_ORDERING,
The Jefferson Depot,http://www.thejeffersondepot.com,,,,,,,ONLINE_ORDERING,
