RestaurantName,URL,REWARDS_PROGRAM_FEATURE,Rewards,Rewards Signup,TOAST_GIFT_CARDS_FEATURE,Gift Cards,Find Card,ONLINE_ORDERING_FEATURE,Online Order
Fire Wings Rancho Cucamonga,https://www.firewings.com/san-bernardino-ca-92407,,,,TOAST_GIFT_CARDS,,https://www.toasttab.com/fire-wings/findcard,ONLINE_ORDERING,https://www.toasttab.com/fire-wings-san-bernardino/v2/online-order#!/
Musketeers Bar & Grill,http://www.musketeersgrill.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/musketeers-bar-grill-richfield/v2/online-order#!/order
Colletti's Restaurant,http://collettis.com/,,,,TOAST_GIFT_CARDS,https://www.toasttab.com/collettis-restaurant/giftcards,,ONLINE_ORDERING,https://www.toasttab.com/collettis-restaurant/v2/online-order#!/
The Corner Restaurant,http://www.thecornerkc.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Roundabout Diner and Lounge,https://roundaboutdiner.com,REWARDS_PROGRAM,FAILED TO GET,FAILED TO GET,TOAST_GIFT_CARDS,FAILED TO GET,FAILED TO GET,,FAILED TO GET
1764 Public House,https://1764pub.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Lilly Chocolates & Confections,http://www.lhchocolate.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Ovation Bistro & Bar,http://www.ovationbistro.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,https://www.toasttab.com/ovation-bistro-bar-davenport/giftcards,https://www.toasttab.com/ovation-bistro-bar-davenport/findcard,ONLINE_ORDERING,https://www.toasttab.com/ovation-bistro-bar/v2/online-order#!/
Napua at Mauna Lani Beach Club,http://www.napuarestaurant.com,,,,TOAST_GIFT_CARDS,,,,
The Cask Taphouse and Grill,http://www.casktaphouse.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,https://www.toasttab.com/the-cask-taphouse-and-grill/giftcards,,ONLINE_ORDERING,https://www.toasttab.com/the-cask-taphouse-and-grill/v2/online-order#!/
Camille's Wood Fired Pizza,http://camillespizza.com/,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/camilles-wood-fired-pizza/v2/online-order#!/
The Cure Kitchen & Bar,http://thecurehb.com/,,,,,,,,
Breakfast Club,https://www.breakfastclub.us,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Outlaw Saloon,http://www.sundancervresortca.com,,,,,,,,
Silvio's Restaurant & Pizzeria,http://www.silviosrestaurant.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/silviosrestaurant-pizzeria/v2/online-order#!/
East Side Pies,https://www.eastsidepies.com,,,,TOAST_GIFT_CARDS,https://www.toasttab.com/east-side-pies-rosewood/giftcards,,ONLINE_ORDERING,https://www.toasttab.com/east-side-pies-n183/v2/online-order#!/
Hooley House Sports Pub & Grille,https://www.1funpub.com,REWARDS_PROGRAM,,https://www.toasttab.com/hooley-house-sport-pub-and-grille-mentor/rewardsSignup,TOAST_GIFT_CARDS,https://www.toasttab.com/hooley-house-sport-pub/giftcards,https://www.toasttab.com/hooley-house-sport-pub/findcard,ONLINE_ORDERING,
Tino's Artisan Pizza Co.,http://www.nojunkpizza.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Boxcar Betty's,http://www.boxcarbettys.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Fire Wings San Mateo,https://www.firewings.com/san-mateo-ca-94401,,,,TOAST_GIFT_CARDS,,https://www.toasttab.com/fire-wings/findcard,ONLINE_ORDERING,https://www.toasttab.com/fire-wings-san-mateo/v2/online-order#!/
Fire Wings Houston,https://www.firewings.com/sacramento-ca-95823,,,,TOAST_GIFT_CARDS,,https://www.toasttab.com/fire-wings/findcard,ONLINE_ORDERING,https://www.toasttab.com/fire-wings/v2/online-order#!/
Poliseno's Pizzeria,https://polisenosdover.com/,,,,,,,,
Lawrence Beer Company,https://www.lawrencebeercowest.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
NAYA,https://www.eatnaya.com/,,,,TOAST_GIFT_CARDS,,,,
Oak on Main,http://www.oakpullman.com,,,,,,,ONLINE_ORDERING,
Wayne Dabrowski - Test,http://www.inkdrinkinc.com,,,,,,,,
Boardwalk Pizzeria,http://www.boardwalkpizzeria.com,,,,,,,ONLINE_ORDERING,
Koehn Bakery,http://www.koehnbakery.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Satchmo's Cajun & BBQ,http://www.satchmosaz.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Chicken Man and Gianellis Pizza,http://www.gianellis.com,,,,,,,ONLINE_ORDERING,https://www.toasttab.com/chickenmangianellis/v2/online-order#!/order
Two Tides Brewing Company,http://www.TwoTidesBrewing.com,,,,,,,,
Big Iron Horse Barbecue,https://www.bigironhorse.com/,,FAILED TO GET,FAILED TO GET,TOAST_GIFT_CARDS,FAILED TO GET,FAILED TO GET,ONLINE_ORDERING,FAILED TO GET
Good Life Cafe,http://goodlifecafe.net/,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Tap & Bowl,http://www.tapandbowl.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
University of Beer,http://theuob.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,https://www.toasttab.com/university-of-beer-davis/giftcards,,,
Miyabi Jr Express,http://www.miyabijrex.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Brothers Pizza,http://brotherspizzapasta.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/brothers-pizza-mc-kinney/v2/online-order#!/order
S'MAC,http://www.eatsmac.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,https://www.toasttab.com/s-mac-east-village/giftcards,https://www.toasttab.com/s-mac-east-village/findcard,ONLINE_ORDERING,https://www.toasttab.com/s-mac-east-village/v2/online-order#!/
Armistice Brewing Company,http://www.armisticebrewing.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Gustazo - Cuban Restaurant & Cafe,http://www.gustazo-cubancafe.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Sub Zero Vodka Bar,http://www.subzerovodkabar.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/sub-zero-vodka-bar/v2/online-order#!/
Hana Cafe,http://hanacafelajolla.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
7venth Sun Brewing Company,http://www.7venthsun.com,,,,,,,,
Sam's No.3,http://www.samsno3.com/,REWARDS_PROGRAM,,,,,,ONLINE_ORDERING,
Queenstown Public House,http://www.queenstownpublichouse.com/,,,,TOAST_GIFT_CARDS,https://www.toasttab.com/queenstown-public-house/giftcards,,ONLINE_ORDERING,https://www.toasttab.com/queenstown-public-house/v2/online-order#!/order
Kathryn's Grille,http://www.kathrynsgrille.com,,,,,,,,
Il Corso,http://www.ilcorsocv.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Beckon,https://www.beckon-denver.com,,,,,,,,
Hamburger Stan,http://hamburgerstan.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Truman's KC Pizza Tavern,http://trumanspizza.515sites.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Laury's Restaurant,http://www.laurysrestaurant.com,,,,TOAST_GIFT_CARDS,,,,
River City Roll,http://www.rivercityroll.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,https://www.toasttab.com/rivercityroll/giftcards,,,
Lynch's Irish Tavern,http://www.lynchsirishtavern.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Munch Box,http://www.munchboxlv.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/munch-box-2/v2/online-order#!/
Pearl Street Warehouse,https://www.pearlstreetwarehouse.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Sartini's Pizzeria,http://Sartinis-Pizza.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Second Reef Deli,http://www.secondreefdeli.com,,,,,,,ONLINE_ORDERING,https://www.toasttab.com/second-reef-deli/v2/online-order#!/
Pie Tap Pizza Workshop + Bar,https://pie-tap.com/,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Whisknladle Hospitality,https://www.whisknladle.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,https://www.toasttab.com/whisknladle-la-jolla/giftcards,,,
Stuzzi,http://stuzzirichmond.com/,,,,,,,,
Attman's Potomac Deli,https://attmansdeli.com/cabin-john/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/attmans-new-york-deli/v2/online-order#!/
MAAK,https://sushiguyco.com/tyler-broadway-ave,,,,TOAST_GIFT_CARDS,,,,
Bar 88 & Grille,http://www.tauntonbar88.com,,,,TOAST_GIFT_CARDS,,,,
Pequod's Pizza,http://www.pequodspizza.com,,,,TOAST_GIFT_CARDS,https://www.toasttab.com/pequods-pizza-chicago/giftcards,,,
Caps N Taps,http://www.capsntapscamas.com,,,,TOAST_GIFT_CARDS,,,,
Celadon Thai Kitchen,http://www.celadonthaikitchen.com,,,,,,,ONLINE_ORDERING,
Hessen Haus,http://www.hessenhaus.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/hessen-haus/v2/online-order#!/
Beecher's Handmade Cheese,https://beechershandmadecheese.com/locations-landing/,,,,,,,ONLINE_ORDERING,
Banzo,http://www.banzomadison.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/banzo-sherman-ave/v2/online-order#!/
Blue Mermaid,https://www.bluemermaid.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Element Seafood,http://www.elementgreatneck.com,,,,TOAST_GIFT_CARDS,,,,
Campus Cafe,http://www.campuscafe.mn,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Fire Wings Manteca,http://www.firewings.com,,,,TOAST_GIFT_CARDS,,https://www.toasttab.com/fire-wings/findcard,ONLINE_ORDERING,
Comfort CRAFT Cafe,http://www.ComfortCRAFTcafe.com,,,,TOAST_GIFT_CARDS,,,,
Afro Deli & Grill,http://www.afrodeli.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Azo's,http://www.toasttab.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Queen City BBQ,http://www.qcityq.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/qcbbq/v2/online-order#!/
Napa Prime,http://www.napburgerbar.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
MiSo,http://www.misofitfastfresh.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/locations/1bb19533-fb58-4715-9af6-1e97f5fb2a77#!/
Industry,http://industrytx.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,https://www.toasttab.com/industry-san-marcos/giftcards_link,,ONLINE_ORDERING,https://www.toasttab.com/industry-san-marcos/v2/online-order#!/
This Little Pig,https://www.toasttab.com/this-little-pig,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Don Cesar,http://www.doncesarmexicancuisine.com/,,,,,,,,
MOXIE,http://www.livemoxie.co,,,,TOAST_GIFT_CARDS,,,,
McKenna's Cafe,https://www.mckennascafe.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Burger George,https://www.toasttab.com/burger-george/v2/online-order,,,,,,,,
Intrinzik,https://intrinzikvenue.com/,,,,,,,,
Ido Bar & Grill,https://www.idobar.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
TRADERS POINT CREAMERY,http://traderspointcreamery.com/,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Colada Shop,http://coladashop.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,https://www.toasttab.com/colada-shop-sterling/giftcards,,ONLINE_ORDERING,
Johnny Mango World Cafe & Bar,http://www.jmango.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Caturra on Grove,http://www.caturraongrove.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Villaggio Deli & Restaurant,http://www.villaggiodeli.com,REWARDS_PROGRAM,,,,,,ONLINE_ORDERING,
The Side Spot Superette,http://www.thesidespot.com,,,,TOAST_GIFT_CARDS,,,,
The Tortilla Press,http://www.thetortillapress.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Sri Lakshmi Temple Cafeteria,http://www.srilakshmi.org,,,,,,,,
Beaker & Gray,http://www.beakerandgray.com,,,,TOAST_GIFT_CARDS,https://www.toasttab.com/beakerandgray/giftcards,,,
The Shortline/The Firebox,https://www.shortlinesushi.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/theshortline/v2/online-order#!/
Afro Deli & Grill,https://www.afrodeli.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Sliders Grill & Bar,https://slidersgrillbar.com/,,,,,,,,
Roadhouse 97,http://www.roadhouse97.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
HOP ALLEY,http://www.hopalleydenver.com,,,,TOAST_GIFT_CARDS,https://www.toasttab.com/hop-alley/giftcards,,ONLINE_ORDERING,https://www.toasttab.com/hop-alley/v2/online-order#!/
77 Sport Bar,http://www.77sportbar.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/77-sport-bar/v2/online-order#!/
The Kitchen Table,http://www.thekitchentablesr.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/thekitchentablesr/v2/online-order#!/order
Doc's Backyard,http://www.eatdrinkdocs.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
D'Ellies,https://www.dellies.net,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Cedar Gardens,http://www.cedargardenbanquet.com/,,,,,,,,
Porter Haus,http://www.porterhausgaylord.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
The Taste of Brazil,https://www.ttobrestaurant.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Whisknladle Hospitality,http://www.parkcommonssd.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,"https://www.toasttab.com/park-commons-sorrento-valley/v2/online-order#!/ "
Paniniz Cafe & Catering,http://paniniz.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Southwark,http://www.southwarkrestaurant.com,,,,TOAST_GIFT_CARDS,,,,
Pollyanna Brewing Company,https://pollyannabrewing.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Night Train Pizza,https://www.nighttrainpizza.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/night-train-pizza/v2/online-order#!/
Deacon's New South,http://www.deaconsnewsouth.com,REWARDS_PROGRAM,,,,,,ONLINE_ORDERING,
The Hill Cafe,https://thehillcafe.com,,,,TOAST_GIFT_CARDS,https://www.toasttab.com/the-hill-cafe/giftcards,,,
RestaurantName,URL,,Rewards,Rewards Signup,,Gift Cards,Find Card,,Online Order
Beecher's Handmade Cheese,http://www.beechershandmadecheese.com,,,,,,,ONLINE_ORDERING,
Yard Bar,http://www.yardbar.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
The Queensboro Bistro,http://www.queensborobistro.com,,,,TOAST_GIFT_CARDS,,,,
John & Peter's,https://www.johnandpeters.com,,,,TOAST_GIFT_CARDS,,,,
"""Nine Irish Brothers",http://www.nineirishbrothers.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/locations/4b8316fb-6644-47e7-aee8-c3a0af20b241#!/
Basilico's Pasta e Vino,http://www.basilicospastavino.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Craft & Racked Wine Bar,http://www.craftandracked.com,REWARDS_PROGRAM,,,,,,,
T.K.'s American Cafe,http://www.tksamericancafe.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/tk-s-american-cafe/v2/online-order#!/
Stacked Pickle,https://locations.stackedpickle.com/ll/US/IN/Indianapolis/4705-E-96th-St,,,,,,,ONLINE_ORDERING,https://www.toasttab.com/stacked-pickle/v2/online-order#!/
Quicksand,https://www.quicksand.la,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Blacksmith's Breads,http://blacksmithsbreads.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,https://www.toasttab.com/blacksmithsbreads/giftcards,,,
Sparky's Roadside Barbecue,http://www.BBQ305.com,,,,,,,,
Burgher Burger 15642,https://burgherburger.com/,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Purple Monkey,https://www.purplemonkeypizza.com/,,,,TOAST_GIFT_CARDS,https://www.toasttab.com/the-purple-monkey/giftcards,,,
Rosalies Grill,http://www.rosaliesgrill.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/rosalies-grill-david/v2/online-order#!/
Detroit Wing Company,http://www.detroitwingco.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/detroit-wing-comapny-taylor/v2/online-order#!/
fundamental LA (West LA),http://www.fundamental-la.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Bella Pasta,http://www.bellapastaristorante.com/,,,,,,,,
Blackberry Market,http://www.blackberry.cafe,,,,TOAST_GIFT_CARDS,https://www.toasttab.com/blackberry/giftcards,,ONLINE_ORDERING,https://www.toasttab.com/locations/4df3257d-fec8-45c1-b8ef-077c6ef8f0eb#!/
O'Brien's Irish Pub,http://www.obrienspubsbrandon.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/obrienspubsbrandon/v2/online-order#!/
Red Star North,http://www.RedStarBar.us,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Clay's Smokehouse,http://www.clayssmokehouse.com,,,,TOAST_GIFT_CARDS,,,,
Avanti Food & Beverage #2 - The Regional,http://www.theregionalfood.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
The Leaning Pear,http://www.leaningpear.com,,,,TOAST_GIFT_CARDS,https://www.toasttab.com/the-leaning-pear/giftcards,,,
Anchor Stone Deck Pizza,http://www.anchorpizzeria.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/anchor-stone-deck-pizza/v2/online-order#!/
Belotti Bottega,http://belottirb.com/bottega,,,,,https://www.toasttab.com/belottirb/giftcards,,ONLINE_ORDERING,https://www.toasttab.com/belotti-bottega/v2/online-order#!/
Crossroads Cafe,http://crossroadscafejtree.com/,,,,,,,,
Southern Style Kitchen & Cocktails,http://southernstylenaples.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Fong's Pizza,http://www.fongspizza.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/fongs-pizza-cedar-rapids/v2/online-order#!/
Truffles Farmington,http://www.trufflesbakery.com/farmington-ct-restaurant-cafe-deli-bakery.html,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Gino's Burgers & Chicken,http://www.ginostowson.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,http://www.toasttab.com/ginostowson/v2/online-order#!/
MOUTHFUL EATERY,http://www.mouthfuleatery.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/mouthful-eatery/v2/online-order#!/
The Dor-Stop Restaurant,https://www.thedorstoprestaurant.com,,,,TOAST_GIFT_CARDS,https://www.toasttab.com/the-dor-stop-restaurant/giftcards,,ONLINE_ORDERING,https://www.toasttab.com/the-dor-stop-restaurant/v2/online-order#!/
Dirty Water Restaurant & Bar,http://www.dirtywatersf.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
The Black Olive,http://www.theblackolive.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,https://www.toasttab.com/the-black-olive/giftcards,,ONLINE_ORDERING,
Premier Meat Pies,https://premiermeatpies.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Bread Zeppelin Salads,http://www.breadzeppelin.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,https://www.toasttab.com/bread-zeppelin-salads-irving/giftcards,,ONLINE_ORDERING,https://www.toasttab.com/locations/593fa0e9-7486-48f9-bfda-f368baa307c1#!/
Lyon Hall,https://www.lyonhallarlington.com/,REWARDS_PROGRAM,,,,,,ONLINE_ORDERING,
Atlas 42,http://www.atlas42.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Sabor de Vida Brazilian Grill,http://www.sabordevida.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Baked NYC,http://www.bakednyc.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
The Sylvester,http://www.thesylvesterbar.com,,,,TOAST_GIFT_CARDS,https://www.toasttab.com/thesylvesterbar/giftcards,,,
Tosco's Pub and Grill,http://www.toscospub.com/home/,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/toscos-pub-and-grill/v2/online-order#!/
I Live for Dessert,http://www.ilivefordessert.com,REWARDS_PROGRAM,,,,,,ONLINE_ORDERING,https://www.toasttab.com/i-live-for-dessert/v2/online-order#!/order
Papa Kenos Pizzeria,http://www.papakenos.com/papa-lawrence/88abl8hfan6bipm97hkp2tgcemk7r1,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Gateau Bakery Cafe & Tea Room,https://www.1gateau.com/,,,,TOAST_GIFT_CARDS,,,,
Avli the Little Greek Kitchen,https://www.toasttab.com/avlithelittlegreekkitchen/v2/online-order#!/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Tedesco's,https://www.tedescosfresh.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,,
Rhein Haus,http://rheinhaustacoma.com,,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Red Lion Pub,http://www.redlionpubmke.com/,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
Wicked Pie Pizza,https://wickedpiepizza.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,https://www.toasttab.com/wicked-pie-pizza/v2/online-order#!/
Wally's Deli,https://www.wallysdelifortmyers.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
T's Rockin Roadhouse,http://www.tsrockinroadhouse.com,REWARDS_PROGRAM,,,TOAST_GIFT_CARDS,,,ONLINE_ORDERING,
